suburb_name,commission_rate
"Mount Crawford, SA",2.33
"Pewsey Vale, SA",2.33
"Williamstown, SA",2.33
"Bethany, SA",2.33
"Gomersal, SA",2.33
"Krondorf, SA",2.33
"Rowland Flat, SA",2.33
"Stone Well, SA",2.33
"Tanunda, SA",2.33
"Vine Vale, SA",2.33
"Angaston, SA",2.33
"Black Hill, SA",2.33
"Cambrai, SA",2.33
"Flaxman Valley, SA",2.33
"Keyneton, SA",2.33
"Kongolia, SA",2.33
"Moculta, SA",2.33
"Mount Mckenzie, SA",2.33
"Penrice, SA",2.33
"Sedan, SA",2.33
"Towitta, SA",2.33
"Bakara, SA",3.38
"Bakara Well, SA",3.38
"Fisher, SA",3.38
"Greenways Landing, SA",3.38
"Langs Landing, SA",3.38
"Marks Landing, SA",3.38
"Naidia, SA",3.38
"Punyelroo, SA",3.38
"Sunnydale, SA",3.38
"Swan Reach, SA",3.38
"Daveyston, SA",2.33
"Ebenezer, SA",2.33
"Light Pass, SA",2.33
"Marananga, SA",2.33
"Moppa, SA",2.33
"Nuriootpa, SA",2.33
"Seppeltsfield, SA",2.33
"Stockwell, SA",2.33
"Annadale, SA",2.33
"Dutton, SA",2.33
"Dutton East, SA",2.33
"Sandleton, SA",2.33
"St Kitts, SA",2.33
"Steinfeld, SA",2.33
"Truro, SA",2.33
"Blanchetown, SA",3.38
"Mcbean Pound, SA",3.38
"New Well, SA",3.38
"Notts Well, SA",3.38
"Paisley, SA",3.38
"Wigley Flat, SA",3.38
"Greenock, SA",2.33
"Nain, SA",2.33
"Morn Hill, SA",2.33
"Roseworthy, SA",2.33
"Shea-Oak Log, SA",2.33
"Templers, SA",2.33
"Freeling, SA",2.33
"Allendale North, SA",2.33
"Bagot Well, SA",2.33
"Bethel, SA",2.33
"Fords, SA",2.33
"Hamilton, SA",2.33
"Kapunda, SA",2.33
"Koonunga, SA",2.33
"St Johns, SA",2.33
"Australia Plains, SA",2.38
"Bower, SA",2.38
"Brownlow, SA",2.38
"Buchanan, SA",2.38
"Eudunda, SA",2.38
"Frankton, SA",2.38
"Hampden, SA",2.38
"Hansborough, SA",2.38
"Julia, SA",2.38
"Mount Mary, SA",2.38
"Neales Flat, SA",2.38
"Ngapala, SA",2.38
"Peep Hill, SA",2.38
"Point Pass, SA",2.38
"Sutherlands, SA",2.38
"Brady Creek, SA",2.38
"Bright, SA",2.38
"Emu Downs, SA",2.38
"Geranium Plains, SA",2.38
"Hallelujah Hills, SA",2.38
"Robertstown, SA",2.38
"Rocky Plain, SA",2.38
"Worlds End, SA",2.38
"Worlds End Creek, SA",2.38
"Magdalla, SA",2.38
"Pinkerton Plains, SA",2.38
"Wasleys, SA",2.38
"Woolsheds, SA",2.38
"Alma, SA",2.38
"Hamley Bridge, SA",2.38
"Salter Springs, SA",2.38
"Linwood, SA",2.38
"Stockport, SA",2.38
"Giles Corner, SA",2.38
"Tarlee, SA",2.38
"Navan, SA",2.38
"Rhynie, SA",2.38
"Riverton, SA",2.38
"Woolshed Flat, SA",2.38
"Apoinga, SA",2.38
"Black Springs, SA",2.38
"Marrabel, SA",2.38
"Saddleworth, SA",2.38
"Steelton, SA",2.38
"Tarnma, SA",2.38
"Tothill Belt, SA",2.38
"Tothill Creek, SA",2.38
"Waterloo, SA",2.38
"Manoora, SA",2.61
"Mintaro, SA",2.61
"Stanley, SA",2.61
"Farrell Flat, SA",2.61
"Porter Lagoon, SA",2.61
"Baldina, SA",2.38
"Booborowie, SA",2.38
"Burra, SA",2.38
"Burra Eastern Districts, SA",2.38
"Gum Creek, SA",2.38
"Hanson, SA",2.38
"Koonoona, SA",2.38
"Leighton, SA",2.38
"Mongolata, SA",2.38
"North Booborowie, SA",2.38
"Collinsville, SA",2.38
"Mount Bryan, SA",2.38
"Canowie, SA",2.38
"Hallett, SA",2.38
"Mount Bryan East, SA",2.38
"Pine Creek, SA",2.38
"Ulooloo, SA",2.38
"Willalo, SA",2.38
"Wonna, SA",2.38
"Canowie Belt, SA",2.38
"Whyte Yarcowie, SA",2.38
"Franklyn, SA",2.38
"Terowie, SA",2.38
"Cavenagh, SA",2.45
"Dawson, SA",2.45
"Erskine, SA",2.45
"Hardy, SA",2.45
"Mannanarie, SA",2.45
"Minvalara, SA",2.45
"Oodla Wirra, SA",2.45
"Paratoo, SA",2.45
"Parnaroo, SA",2.45
"Peterborough, SA",2.45
"Sunnybrae, SA",2.45
"Ucolta, SA",2.45
"Yatina, SA",2.45
"Amyton, SA",2.45
"Black Rock, SA",2.45
"Coomooroo, SA",2.45
"Eurelia, SA",2.45
"Hammond, SA",2.45
"Johnburgh, SA",2.45
"Minburra, SA",2.45
"Morchard, SA",2.45
"Orroroo, SA",2.45
"Pekina, SA",2.45
"Tarcowie, SA",2.45
"Walloway, SA",2.45
"Willowie, SA",2.45
"Yalpara, SA",2.45
"Belton, SA",2.45
"Carrieton, SA",2.45
"Cradock, SA",2.45
"Moockra, SA",2.45
"Yanyarrie, SA",2.45
"Bruce, SA",2.45
"Quorn, SA",2.45
"Saltia, SA",2.45
"Stephenston, SA",2.45
"Willochra, SA",2.45
"Yarrah, SA",2.45
"Barndioota, SA",2.45
"Hawker, SA",2.45
"Kanyaka, SA",2.45
"Cockburn, SA",2.45
"Manna Hill, SA",2.45
"Mingary, SA",2.45
"Nackara, SA",2.45
"Olary, SA",2.45
"Waukaringa, SA",2.45
"Yunta, SA",2.45
"Auburn, SA",2.61
"Undalya, SA",2.61
"Leasingham, SA",2.61
"Watervale, SA",2.61
"Armagh, SA",2.61
"Barinia, SA",2.61
"Benbournie, SA",2.61
"Boconnoc Park, SA",2.61
"Clare, SA",2.61
"Emu Flat, SA",2.61
"Gillentown, SA",2.61
"Hill River, SA",2.61
"Hoyleton, SA",2.61
"Kybunga, SA",2.61
"Penwortham, SA",2.61
"Polish Hill River, SA",2.61
"Sevenhill, SA",2.61
"Spring Farm, SA",2.61
"Spring Gully, SA",2.61
"Stanley Flat, SA",2.61
"Andrews, SA",2.38
"Broughton River Valley, SA",2.38
"Euromina, SA",2.38
"Hacklins Corner, SA",2.38
"Mayfield, SA",2.38
"Spalding, SA",2.38
"Washpool, SA",2.38
"Hilltown, SA",2.38
"Barabba, SA",2.38
"Owen, SA",2.38
"Pinery, SA",2.38
"Stockyard Creek, SA",2.38
"Balaklava, SA",2.38
"Bowillia, SA",2.38
"Dalkey, SA",2.38
"Erith, SA",2.38
"Everard Central, SA",2.38
"Goyder, SA",2.38
"Halbury, SA",2.38
"Hoskin Corner, SA",2.38
"Mount Templeton, SA",2.38
"Saints, SA",2.38
"Stow, SA",2.38
"Watchman, SA",2.38
"Whitwarta, SA",2.38
"Blyth, SA",2.61
"Anama, SA",2.38
"Brinkworth, SA",2.38
"Bungaree, SA",2.38
"Condowie, SA",2.38
"Hart, SA",2.38
"Koolunga, SA",2.38
"Marola, SA",2.38
"Rochester, SA",2.38
"Yacka, SA",2.38
"Gulnare, SA",2.38
"Georgetown, SA",2.38
"Gladstone, SA",2.38
"Appila, SA",2.38
"Laura, SA",2.38
"Stone Hut, SA",2.38
"Bangor, SA",2.45
"Murray Town, SA",2.45
"Wirrabara, SA",2.45
"Wongyarra, SA",2.45
"Booleroo Centre, SA",2.45
"Wepowie, SA",2.45
"Melrose, SA",2.45
"Wilmington, SA",2.45
"Caltowie, SA",2.38
"Caltowie North, SA",2.38
"Caltowie West, SA",2.38
"Belalie East, SA",2.38
"Belalie North, SA",2.38
"Bundaleer Gardens, SA",2.38
"Bundaleer North, SA",2.38
"Hornsdale, SA",2.38
"Jamestown, SA",2.38
"West Bundaleer, SA",2.38
"Yongala, SA",2.38
"Baroota, SA",2.45
"Germein Bay, SA",2.38
"Mambray Creek, SA",2.45
"Nectar Brook, SA",2.45
"Port Flinders, SA",2.38
"Port Germein, SA",2.45
"Avon, SA",1.93
"Calomba, SA",1.93
"Dublin, SA",1.93
"Lewiston, SA",1.93
"Long Plains, SA",1.93
"Lower Light, SA",1.93
"Middle Beach, SA",1.93
"Parham, SA",1.93
"Port Gawler, SA",1.93
"Thompson Beach, SA",1.93
"Two Wells, SA",1.90
"Webb Beach, SA",1.93
"Wild Horse Plains, SA",1.93
"Windsor, SA",1.93
"Fischer, SA",2.38
"Grace Plains, SA",2.38
"Korunye, SA",2.38
"Mallala, SA",2.38
"Redbanks, SA",2.38
"Reeves Plains, SA",2.38
"Lochiel, SA",2.38
"Barunga Gap, SA",2.38
"Bumbunga, SA",2.38
"Burnsfield, SA",2.38
"Gleeson Hill, SA",2.38
"Snowtown, SA",2.38
"Wokurna, SA",2.38
"Redhill, SA",2.38
"Fisherman Bay, SA",2.45
"Lower Broughton, SA",2.45
"Port Broughton, SA",2.45
"Ward Hill, SA",2.45
"Beetaloo, SA",2.38
"Clements Gap, SA",2.38
"Crystal Brook, SA",2.38
"Huddleston, SA",2.38
"Merriton, SA",2.38
"Narridy, SA",2.38
"Nurom, SA",2.38
"Wandearah, SA",2.38
"Wandearah East, SA",2.38
"Wandearah West, SA",2.38
"Bungama, SA",2.38
"Coonamia, SA",2.38
"Napperby, SA",2.38
"Nelshaby, SA",2.38
"Pirie East, SA",2.38
"Port Davis, SA",2.38
"Port Pirie, SA",2.38
"Port Pirie South, SA",2.38
"Port Pirie West, SA",2.38
"Risdon Park, SA",2.38
"Risdon Park South, SA",2.38
"Solomontown, SA",2.38
"Telowie, SA",2.38
"Warnertown, SA",2.38
"Beaufort, SA",2.38
"Bowmans, SA",2.38
"Inkerman, SA",2.38
"Kallora, SA",2.38
"Nantawarra, SA",2.38
"Port Wakefield, SA",2.38
"Proof Range, SA",2.38
"South Hummocks, SA",2.38
"Kainton, SA",2.45
"Paskeville, SA",2.45
"Sunnyvale, SA",2.45
"Thrington, SA",2.45
"Boors Plain, SA",2.45
"Cunliffe, SA",2.45
"Jericho, SA",2.45
"Jerusalem, SA",2.45
"Kadina, SA",2.45
"Matta Flat, SA",2.45
"New Town, SA",2.45
"Thomas Plain, SA",2.45
"Wallaroo Mines, SA",2.45
"Willamulka, SA",2.45
"Alford, SA",2.45
"Collinsfield, SA",2.45
"Dowling, SA",2.45
"Dowlingville, SA",2.45
"Hope Gap, SA",2.45
"Kulpara, SA",2.45
"Lake View, SA",2.45
"Melton, SA",2.45
"Mundoora, SA",2.45
"Tickera, SA",2.45
"Winulta, SA",2.45
"North Beach, SA",2.37
"Wallaroo, SA",2.37
"Wallaroo Plain, SA",2.37
"Warburto, SA",2.37
"Agery, SA",2.29
"Cross Roads, SA",2.29
"East Moonta, SA",2.29
"Hamley, SA",2.29
"Kooroona, SA",2.29
"Moonta, SA",2.29
"Moonta Bay, SA",2.29
"Moonta Mines, SA",2.29
"Nalyappa, SA",2.29
"North Moonta, SA",2.29
"North Yelta, SA",2.29
"Paramatta, SA",2.29
"Port Hughes, SA",2.29
"Yelta, SA",2.29
"Bute, SA",2.45
"Ninnes, SA",2.45
"Clinton, SA",2.45
"Clinton Centre, SA",2.45
"Port Clinton, SA",2.45
"Price, SA",2.45
"Ardrossan, SA",2.45
"Black Point, SA",2.45
"Cunningham, SA",2.45
"James Well, SA",2.45
"Petersville, SA",2.45
"Pine Point, SA",2.45
"Rogues Point, SA",2.45
"Sandilands, SA",2.45
"Tiddy Widdy Beach, SA",2.45
"Arthurton, SA",2.45
"Port Arthur, SA",2.45
"Balgowan, SA",2.45
"Chinaman Wells, SA",2.45
"Maitland, SA",2.45
"Point Pearce, SA",2.45
"Port Victoria, SA",2.45
"South Kilkerran, SA",2.45
"Urania, SA",2.45
"Wauraltee, SA",2.45
"Weetulta, SA",2.45
"Yorke Valley, SA",2.45
"Bluff Beach, SA",2.45
"Brentwood, SA",2.45
"Corny Point, SA",2.45
"Couch Beach, SA",2.45
"Hardwicke Bay, SA",2.45
"Koolywurtie, SA",2.45
"Marion Bay, SA",2.45
"Minlaton, SA",2.45
"Point Souttar, SA",2.45
"Point Turton, SA",2.45
"Port Julia, SA",2.45
"Port Rickaby, SA",2.45
"Ramsay, SA",2.45
"Stenhouse Bay, SA",2.45
"The Pines, SA",2.45
"White Hut, SA",2.45
"Wool Bay, SA",2.45
"Honiton, SA",2.45
"Port Moorowie, SA",2.45
"Yorketown, SA",2.45
"Foul Bay, SA",2.45
"Inneston, SA",2.45
"Warooka, SA",2.45
"Curramulka, SA",2.45
"Port Vincent, SA",2.45
"Sheaoak Flat, SA",2.45
"Port Giles, SA",2.45
"Stansbury, SA",2.45
"Coobowie, SA",2.45
"Edithburgh, SA",2.45
"Blacky Point, SA",2.42
"Cultana, SA",2.42
"Douglas Point, SA",2.42
"Douglas Point South, SA",2.42
"False Bay, SA",2.42
"Fitzgerald Bay, SA",2.42
"Iron Baron, SA",2.42
"Mullaquana, SA",2.42
"Point Lowly, SA",2.42
"Point Lowly North, SA",2.42
"Port Bonython, SA",2.42
"Whyalla, SA",2.42
"Whyalla Playford, SA",2.42
"Iron Knob, SA",2.42
"Cowell, SA",2.42
"Lucky Bay, SA",2.42
"Mangalo, SA",2.42
"Midgee, SA",2.42
"Miltalie, SA",2.42
"Minbrie, SA",2.42
"Mitchellville, SA",2.42
"Port Gibbon, SA",2.42
"Arno Bay, SA",2.42
"Hincks, SA",2.42
"Verran, SA",2.42
"Wharminda, SA",2.42
"Port Neill, SA",2.42
"Butler, SA",2.42
"Tumby Bay, SA",2.42
"Kirton Point, SA",2.38
"Port Lincoln, SA",2.38
"Boston, SA",2.42
"Brooker, SA",2.42
"Charlton Gully, SA",2.42
"Coffin Bay, SA",2.42
"Coomunga, SA",2.42
"Coulta, SA",2.42
"Duck Ponds, SA",2.42
"Fountain, SA",2.42
"Green Patch, SA",2.42
"Hawson, SA",2.42
"Horse Peninsula, SA",2.42
"Karkoo, SA",2.42
"Kellidie Bay, SA",2.42
"Kiana, SA",2.42
"Koppio, SA",2.42
"Lipson, SA",2.42
"Louth Bay, SA",2.42
"Mitchell, SA",2.42
"Moody, SA",2.42
"Mount Drummond, SA",2.42
"Mount Dutton Bay, SA",2.42
"Mount Hope, SA",2.42
"Murdinga, SA",2.42
"North Shields, SA",2.42
"Peachna, SA",2.42
"Pearlah, SA",2.42
"Poonindie, SA",2.42
"Port Lincoln, SA",2.42
"Sheringa, SA",2.42
"Sleaford, SA",2.42
"Sullivan, SA",2.42
"Tooligie, SA",2.42
"Tootenilla, SA",2.42
"Tulka, SA",2.42
"Tulka North, SA",2.42
"Uley, SA",2.42
"Ungarra, SA",2.42
"Venus Bay, SA",2.42
"Wangary, SA",2.42
"Wanilla, SA",2.42
"Warrachie, SA",2.42
"Warrow, SA",2.42
"Warunda, SA",2.42
"Whites Flat, SA",2.42
"Whites River, SA",2.42
"Yallunda Flat, SA",2.42
"Whyalla Norrie, SA",2.42
"Whyalla Norrie East, SA",2.42
"Whyalla Norrie North, SA",2.42
"Whyalla Stuart, SA",2.42
"Whyalla Jenkins, SA",2.42
"Edillilie, SA",2.42
"Cockaleechie, SA",2.42
"Cummins, SA",2.42
"Kapinnie, SA",2.42
"Yeelanna, SA",2.42
"Boonerdo, SA",2.42
"Lock, SA",2.42
"Campoona, SA",2.42
"Cleve, SA",2.42
"Jamieson, SA",2.42
"Waddikee, SA",2.42
"Barna, SA",2.42
"Buckleboo, SA",2.42
"Caralue, SA",2.42
"Cortlinye, SA",2.42
"Cunyarie, SA",2.42
"Kelly, SA",2.42
"Kimba, SA",2.42
"Moseley, SA",2.42
"Panitya, SA",2.42
"Pinkawillinie, SA",2.42
"Solomon, SA",2.42
"Wilcherry, SA",2.42
"Yalanda, SA",2.42
"Darke Peak, SA",2.42
"Hambidge, SA",2.42
"Kielpa, SA",2.42
"Murlong, SA",2.42
"Rudall, SA",2.42
"Cootra, SA",2.44
"Koongawa, SA",2.44
"Warramboo, SA",2.44
"Kyancutta, SA",2.44
"Paney, SA",2.44
"Wudinna, SA",2.44
"Yaninee, SA",2.44
"Cocata, SA",2.42
"Karcultaby, SA",2.42
"Minnipa, SA",2.42
"Mount Damper, SA",2.42
"Bockelberg, SA",2.44
"Kaldoonera, SA",2.44
"Poochera, SA",2.44
"Pygery, SA",2.44
"Chilpenunda, SA",2.42
"Cungena, SA",2.42
"Koolgera, SA",2.44
"Pimbaacla, SA",2.44
"Wallala, SA",2.44
"Wirrulla, SA",2.44
"Yantanabie, SA",2.44
"Bramfield, SA",2.42
"Colton, SA",2.42
"Coolillie, SA",2.42
"Elliston, SA",2.42
"Kappawanta, SA",2.42
"Mount Joy, SA",2.42
"Mount Wedge, SA",2.42
"Palkagee, SA",2.42
"Polda, SA",2.42
"Talia, SA",2.42
"Ulyerra, SA",2.42
"Baird Bay, SA",2.42
"Calca, SA",2.42
"Colley, SA",2.42
"Mortana, SA",2.42
"Mount Cooper, SA",2.42
"Port Kenny, SA",2.42
"Tyringa, SA",2.42
"Witera, SA",2.42
"Carawa, SA",2.42
"Chandada, SA",2.42
"Chinbingina, SA",2.42
"Eba Anchorage, SA",2.42
"Haslam, SA",2.42
"Inkster, SA",2.42
"Laura Bay, SA",2.42
"Maryvale, SA",2.42
"Mudamuckla, SA",2.42
"Nunjikompita, SA",2.42
"Perlubie, SA",2.42
"Petina, SA",2.42
"Piednippie, SA",2.42
"Puntabie, SA",2.42
"Pureba, SA",2.42
"Sceale Bay, SA",2.42
"Smoky Bay, SA",2.42
"Streaky Bay, SA",2.42
"Westall, SA",2.42
"Yanerbie, SA",2.42
"Bookabie, SA",2.44
"Ceduna, SA",2.44
"Charra, SA",2.44
"Coorabie, SA",2.44
"Denial Bay, SA",2.44
"Fowlers Bay, SA",2.44
"Kalanbi, SA",2.44
"Koonibba, SA",2.44
"Maltee, SA",2.44
"Merghiny, SA",2.44
"Nadia, SA",2.44
"Nundroo, SA",2.44
"Penong, SA",2.44
"Thevenard, SA",2.44
"Uworra, SA",2.44
"Wandana, SA",2.44
"Watraba, SA",2.44
"White Well Corner, SA",2.44
"Yalata, SA",2.44
"Blanche Harbor, SA",2.45
"Miranda, SA",2.45
"Mundallio, SA",2.45
"Port Augusta, SA",2.45
"Port Augusta North, SA",2.45
"Port Augusta West, SA",2.45
"Port Paterson, SA",2.45
"Wami Kata, SA",2.45
"Arkaroola Village, SA",2.45
"Commissariat Point, SA",2.45
"Cook, SA",2.45
"Glendambo, SA",2.45
"Kingoonya, SA",2.45
"Nonning, SA",2.45
"Port Augusta, SA",2.45
"Stirling North, SA",2.45
"Tarcoola, SA",2.45
"Winninowie, SA",2.45
"Woolundunga, SA",2.45
"Pimba, SA",2.45
"Woomera, SA",2.45
"Andamooka, SA",2.45
"Coober Pedy, SA",2.45
"Mintabie, SA",2.45
"Roxby Downs, SA",2.45
"Beltana, SA",2.45
"Blinman, SA",2.45
"Parachilna, SA",2.45
"Coopers Creek, SA",2.45
"Cordillo Downs, SA",2.45
"Durham Downs, SA",2.45
"Innamincka, SA",2.45
"Leigh Creek, SA",2.45
"Lyndhurst, SA",2.45
"Merty Merty, SA",2.45
"Moolawatana, SA",2.45
"Witchelina, SA",2.45
"Copley, SA",2.45
"Nepabunna, SA",2.45
"Farina, SA",2.45
"Marree, SA",2.45
"Oodnadatta, SA",2.45
"Export Park, SA",1.59
"Perth, WA",2.18
"Highgate, WA",2.16
"Northbridge, WA",2.16
"East Perth, WA",2.00
"Kings Park, WA",2.16
"West Perth, WA",2.16
"North Perth, WA",2.11
"Leederville, WA",2.11
"West Leederville, WA",2.11
"Daglish, WA",2.12
"Shenton Park, WA",2.12
"Subiaco, WA",2.12
"Subiaco East, WA",2.12
"Broadway Nedlands, WA",2.05
"Crawley, WA",2.05
"Dalkeith, WA",2.05
"Nedlands, WA",2.05
"Claremont, WA",2.12
"Claremont North, WA",2.12
"Karrakatta, WA",2.12
"Mount Claremont, WA",2.12
"Swanbourne, WA",2.12
"Cottesloe, WA",2.12
"Peppermint Grove, WA",2.12
"Mosman Park, WA",2.12
"Floreat, WA",2.20
"Floreat Forum, WA",2.20
"Jolimont, WA",2.20
"Wembley, WA",2.43
"City Beach, WA",2.12
"Glendalough, WA",1.92
"Mount Hawthorn, WA",1.92
"Herdsman, WA",2.18
"Osborne Park, WA",2.18
"Churchlands, WA",2.05
"Doubleview, WA",2.07
"Gwelup, WA",2.05
"Innaloo, WA",2.06
"Karrinyup, WA",2.05
"Woodlands, WA",2.05
"Scarborough, WA",2.05
"Wembley Downs, WA",2.03
"Carine, WA",2.12
"Marmion, WA",2.12
"North Beach, WA",2.12
"Sorrento, WA",2.12
"Watermans Bay, WA",2.12
"Balcatta, WA",2.06
"Stirling, WA",2.06
"Hamersley, WA",2.11
"Duncraig, WA",2.04
"Greenwood, WA",2.05
"Warwick, WA",1.99
"Craigie, WA",2.16
"Hillarys, WA",2.14
"Kallaroo, WA",2.14
"Padbury, WA",2.10
"Kingsley, WA",2.03
"Woodvale, WA",2.06
"Beldon, WA",2.10
"Connolly, WA",2.11
"Edgewater, WA",2.16
"Heathridge, WA",2.11
"Joondalup, WA",2.13
"Mullaloo, WA",2.11
"Ocean Reef, WA",2.11
"Burns Beach, WA",2.19
"Currambine, WA",2.19
"Iluka, WA",2.19
"Kinross, WA",2.10
"Trigg, WA",2.11
"Clarkson, WA",2.09
"Merriwa, WA",2.09
"Mindarie, WA",2.07
"Quinns Rocks, WA",1.97
"Ridgewood, WA",2.13
"Tamala Park, WA",2.07
"Banksia Grove, WA",1.97
"Carramar, WA",2.17
"Neerabup, WA",2.05
"Nowergup, WA",2.21
"Carabooda, WA",2.21
"Eglinton, WA",2.01
"Yanchep, WA",2.04
"Butler, WA",2.06
"Jindalee, WA",2.05
"Two Rocks, WA",2.14
"Alkimos, WA",2.03
"Caraban, WA",2.68
"Gabbadah, WA",2.68
"Guilderton, WA",2.68
"Wilbinga, WA",2.68
"Woodridge, WA",2.68
"Seabird, WA",2.21
"Breton Bay, WA",2.21
"Ledge Point, WA",2.21
"Karakin, WA",2.21
"Lancelin, WA",2.21
"Nilgen, WA",2.21
"Wedge Island, WA",2.21
"Coolbinia, WA",2.19
"Menora, WA",2.19
"Mount Lawley, WA",2.19
"Maylands, WA",2.37
"Bedford, WA",2.22
"Inglewood, WA",2.22
"Bayswater, WA",2.13
"Ashfield, WA",2.15
"Bassendean, WA",2.03
"Eden Hill, WA",2.15
"Kiara, WA",2.15
"Lockridge, WA",2.28
"Caversham, WA",1.99
"Guildford, WA",2.19
"Hazelmere, WA",2.19
"Henley Brook, WA",2.19
"South Guildford, WA",2.48
"West Swan, WA",2.19
"Baskerville, WA",2.30
"Bellevue, WA",2.30
"Boya, WA",2.30
"Greenmount, WA",2.30
"Helena Valley, WA",2.30
"Herne Hill, WA",2.30
"Jane Brook, WA",2.30
"Koongamia, WA",2.30
"Middle Swan, WA",2.30
"Midland, WA",2.43
"Midvale, WA",2.30
"Millendon, WA",2.30
"Red Hill, WA",2.30
"Stratton, WA",2.30
"Swan View, WA",2.31
"Viveash, WA",2.30
"Woodbridge, WA",2.30
"High Wycombe, WA",2.24
"Maida Vale, WA",2.26
"Forrestfield, WA",2.21
"Dianella, WA",2.13
"Dog Swamp, WA",2.02
"Joondanna, WA",2.06
"Tuart Hill, WA",2.06
"Yokine, WA",1.92
"Balga, WA",2.07
"Mirrabooka, WA",2.17
"Nollamara, WA",1.78
"Westminster, WA",2.01
"Embleton, WA",2.15
"Morley, WA",1.98
"Noranda, WA",2.36
"Beechboro, WA",1.95
"Alexander Heights, WA",2.18
"Girrawheen, WA",2.50
"Koondoola, WA",2.14
"Marangaroo, WA",2.25
"Ashby, WA",2.17
"Darch, WA",2.08
"Hocking, WA",2.19
"Kingsway, WA",2.17
"Landsdale, WA",2.10
"Madeley, WA",2.13
"Pearsall, WA",2.25
"Sinagra, WA",2.17
"Tapping, WA",2.16
"Wangara, WA",2.17
"Wanneroo, WA",2.16
"Ballajura, WA",2.10
"Cullacabardee, WA",2.11
"Whiteman, WA",2.29
"Aveley, WA",2.19
"Belhus, WA",2.33
"Brigadoon, WA",2.33
"Ellenbrook, WA",2.40
"Ellenbrook East, WA",2.33
"The Vines, WA",2.33
"Upper Swan, WA",2.33
"Darlington, WA",2.25
"Glen Forrest, WA",2.25
"Hovea, WA",2.25
"Mahogany Creek, WA",2.25
"Mundaring, WA",2.25
"Sawyers Valley, WA",2.25
"Bickley, WA",2.29
"Carmel, WA",2.29
"Gooseberry Hill, WA",2.29
"Hacketts Gully, WA",2.29
"Kalamunda, WA",2.29
"Lesmurdie, WA",2.29
"Paulls Valley, WA",2.29
"Pickering Brook, WA",2.29
"Piesse Brook, WA",2.29
"Reservoir, WA",2.29
"Walliston, WA",2.29
"Gnangara, WA",2.11
"Jandabup, WA",2.11
"Mariginiup, WA",2.11
"Pinjar, WA",2.11
"Lexia, WA",2.11
"Melaleuca, WA",2.11
"Parkerville, WA",2.25
"Stoneville, WA",2.25
"Bailup, WA",2.65
"Mount Helena, WA",2.65
"Gidgegannup, WA",2.66
"Morangup, WA",2.66
"Bullsbrook, WA",2.08
"Chittering, WA",2.40
"Lower Chittering, WA",2.21
"Walyunga National Park, WA",2.21
"Malaga, WA",2.11
"Burswood, WA",2.61
"Lathlain, WA",2.61
"Victoria Park, WA",2.66
"Carlisle, WA",2.34
"Carlisle North, WA",2.34
"Carlisle South, WA",2.34
"East Victoria Park, WA",2.34
"Bentley, WA",2.43
"Bentley South, WA",2.43
"St James, WA",2.31
"Rivervale, WA",2.26
"Ascot, WA",2.30
"Belmont, WA",2.28
"Redcliffe, WA",2.30
"Cloverdale, WA",2.18
"Kewdale, WA",2.15
"Welshpool, WA",2.35
"Beckenham, WA",2.49
"Cannington, WA",2.44
"East Cannington, WA",2.34
"Kenwick, WA",2.44
"Queens Park, WA",2.14
"Wattle Grove, WA",2.34
"Wilson, WA",2.34
"Thornlie, WA",2.35
"Maddington, WA",2.63
"Orange Grove, WA",2.57
"Gosnells, WA",2.84
"Huntingdale, WA",2.52
"Martin, WA",2.64
"Southern River, WA",2.56
"Ashendon, WA",2.44
"Camillo, WA",2.60
"Canning Mills, WA",2.44
"Champion Lakes, WA",2.44
"Karragullen, WA",2.44
"Kelmscott, WA",2.43
"Lesley, WA",2.44
"Roleystone, WA",2.14
"Armadale, WA",2.98
"Bedfordale, WA",2.45
"Brookdale, WA",2.14
"Forrestdale, WA",2.45
"Harrisdale, WA",2.22
"Haynes, WA",2.45
"Hilbert, WA",2.31
"Mount Nasura, WA",2.44
"Mount Richon, WA",2.45
"Piara Waters, WA",2.14
"Seville Grove, WA",2.21
"Wungong, WA",2.45
"Oakford, WA",2.35
"Oldbury, WA",2.35
"Byford, WA",2.34
"Cardup, WA",2.34
"Darling Downs, WA",2.34
"Karrakup, WA",2.34
"Mundijong, WA",2.11
"Whitby, WA",2.11
"Jarrahdale, WA",2.77
"Hopeland, WA",2.35
"Mardella, WA",2.35
"Serpentine, WA",2.35
"Keysbrook, WA",2.77
"Langford, WA",2.11
"Lynwood, WA",2.11
"Parkwood, WA",2.10
"Ferndale, WA",2.28
"Riverton, WA",2.19
"Rossmoyne, WA",2.19
"Shelley, WA",2.19
"Bull Creek, WA",2.14
"Leeming, WA",2.14
"Bateman, WA",2.35
"Murdoch, WA",2.35
"Winthrop, WA",2.35
"Kensington, WA",2.13
"South Perth, WA",2.14
"Como, WA",2.47
"Karawara, WA",2.22
"Manning, WA",2.22
"Salter Point, WA",2.22
"Waterford, WA",2.22
"Applecross, WA",2.00
"Applecross North, WA",2.00
"Ardross, WA",2.00
"Brentwood, WA",2.00
"Canning Bridge Applecross, WA",2.00
"Mount Pleasant, WA",2.00
"Alfred Cove, WA",2.35
"Booragoon, WA",2.35
"Myaree, WA",2.35
"Canning Vale, WA",2.10
"Canning Vale East, WA",2.09
"Canning Vale South, WA",2.09
"Willetton, WA",2.07
"Attadale, WA",2.35
